probe,log2FC,p_value,p_adj,neg_log_padj,status,gene,mean_expr,nef_log_padj
205646_s_at,0.04413096473258182,0.43504336478591993,0.553788705942568,0.25665590557281487,NS,PAX6,6.823374422130841,0.25665590557281487
208060_at,0.002305533541522742,0.9536762010535751,0.9699117657725611,0.013267772312141069,NS,PAX7,6.73647586197196,0.013267772312141069
121_at,0.015308771004219679,0.6452105881291724,0.743431797677354,0.12875886742581832,NS,PAX8,9.871099579626163,0.12875886742581832
207059_at,0.32045583807459543,3.642204866690421e-05,0.00013704513194239925,3.8631363866702872,NS,PAX9,6.255706991130842,3.8631363866702872
218515_at,0.013245570803308127,0.8547313998043059,0.9037070107090049,0.043972348569798654,NS,PAXBP1,8.931080247607474,0.043972348569798654
212825_at,0.5474302063089409,5.7113775755877965e-06,2.4602092889391626e-05,4.6090279460815085,NS,PAXIP1,7.5512749467383165,4.6090279460815085
219148_at,1.2675008410784656,1.6628967039690455e-10,1.6266166485751643e-09,8.788714786968047,Up,PBK,5.65274343461682,8.788714786968047
219543_at,0.1899954277026774,0.006576706232458266,0.015631866130972536,1.8059891728441397,NS,PBLD,5.871296421457948,1.8059891728441397
208329_at,-0.007578562697043267,0.832533468554781,0.8875816123537719,0.05179170343868765,NS,PBOV1,5.098812364766357,0.05179170343868765
220355_s_at,-0.14945291673891958,0.012292141084784004,0.027278735165047502,1.5641757705102493,NS,PBRM1,8.756933417018692,1.5641757705102493
212151_at,-0.7523905876347623,2.1151644729190928e-10,2.0298109366949243e-09,8.692544411827656,Down,PBX1,10.07490280935514,8.692544411827656
202876_s_at,-0.13569938927128966,0.008057159831349947,0.01877027626993945,1.7265293351768831,NS,PBX2,9.338995604785044,1.7265293351768831
204082_at,-0.3263580678888065,1.4190782345833006e-05,5.752468674043967e-05,4.240145737670512,NS,PBX3,8.95396199381308,4.240145737670512
214177_s_at,-0.18517032195496164,0.008938437198272756,0.020599358370990983,1.6861463068287976,NS,PBXIP1,9.489467554383177,1.6861463068287976
204476_s_at,0.30757561080224693,7.520897244021623e-07,3.8384826680836885e-06,5.415840416024336,NS,PC,8.003745701448596,5.415840416024336
203557_s_at,0.19817458552850198,0.014193051669982122,0.03100321246566137,1.5085933034616479,NS,PCBD1,8.416786654766359,1.5085933034616479
208620_at,-0.02764930821463807,0.6788492817538272,0.7719518649131989,0.11240977926831822,NS,PCBP1,10.750753043457943,0.11240977926831822
204031_s_at,0.03727260710767055,0.6435899170825705,0.7421400394509894,0.12951413700892786,NS,PCBP2,11.297881628411218,0.12951413700892786
205663_at,0.010744317383881707,0.7893498136114937,0.8559928773760349,0.06752984902512978,NS,PCBP3,7.389655276588783,0.06752984902512978
209361_s_at,-0.04855018996692273,0.4131747202651339,0.5317607810624546,0.2742836963317325,NS,PCBP4,7.8677250014953275,0.2742836963317325
203860_at,0.01603870467874735,0.8447725477394228,0.8968966400456241,0.047257602936130905,NS,PCCA,6.554494210261684,0.047257602936130905
212694_s_at,0.6709675901034506,5.907845107346467e-14,1.008770210934876e-12,11.996207750996454,Up,PCCB,8.250172610186917,11.996207750996454
203918_at,-0.23408749113441374,0.0002348717129797784,0.0007619226059584222,3.1180891408811737,NS,PCDH1,7.096178775158878,3.1180891408811737
208366_at,-0.014922861705141344,0.6021245906914772,0.7070585083462366,0.15054464730555092,NS,PCDH11X,5.207569747037384,0.15054464730555092
219656_at,-0.8516983257927517,1.8432164799718597e-26,2.063939337849897e-24,23.68530307139764,Down,PCDH12,8.201638241411214,23.68530307139764
205656_at,-1.4214257810397584,1.5933266241095694e-24,1.268003470179769e-22,21.896879557907077,Down,PCDH17,9.59571519892524,21.896879557907077
210273_at,0.17574548252216715,0.01571898757984637,0.03395368362172515,1.469113102390668,NS,PCDH7,8.45635059127103,1.469113102390668
206935_at,0.14936279327304813,0.023830561902610268,0.04891004981816935,1.310601894820406,NS,PCDH8,4.254612302233645,1.310601894820406
219737_s_at,-1.0984110666122406,5.983153902675437e-13,8.748203307960417e-12,11.05808113252748,Down,PCDH9,8.108113162364488,11.05808113252748
211867_s_at,0.05019538890007169,0.3637141612995833,0.48218959163723313,0.3167821683743711,NS,PCDHA10,6.026334805233645,0.3167821683743711
211365_s_at,0.026160525094653053,0.5334650941936738,0.6463597789091204,0.18952567627632144,NS,PCDHA2,5.990556173158881,0.18952567627632144
211838_x_at,0.060294711554889524,0.06051757350888207,0.10997497068165218,0.9587061451301253,NS,PCDHA5,5.423913343654205,0.9587061451301253
208205_at,0.1371170952266061,0.015159415515512824,0.032888448635203224,1.482956611925097,NS,PCDHA9,6.965221029850468,1.482956611925097
221303_at,0.08427438398451947,0.03865279345668399,0.07463606556285002,1.1270512624740427,NS,PCDHB1,5.904901185663551,1.1270512624740427
208504_x_at,0.0024815554781856264,0.9576708722955097,0.972554008174316,0.01208627195515614,NS,PCDHB11,6.709070950140189,0.01208627195515614
221408_x_at,-0.03299902666678012,0.44701736685663246,0.5651247013313481,0.2478557094824124,NS,PCDHB12,6.389100897542057,0.2478557094824124
221450_x_at,0.023895706279732032,0.5885085058418088,0.6948916481287987,0.15808290805486144,NS,PCDHB13,7.231939189280374,0.15808290805486144
216313_at,0.06189229504222471,0.09640445737989121,0.1635779485700812,0.7862752425950928,NS,PCDHB17,4.585532924570095,0.7862752425950928
221410_x_at,0.03793422587332884,0.4425308828942447,0.560629692622233,0.25132390443428587,NS,PCDHB3,6.474644020392524,0.25132390443428587
221317_x_at,-0.01939870441308944,0.6937653392922533,0.7831608858838358,0.10614901102745086,NS,PCDHB6,7.488803834981305,0.10614901102745086
221319_at,-0.004392876438422455,0.9074788064301231,0.9390429202044411,0.02731455727386641,NS,PCDHB8,5.11864700135514,0.02731455727386641
211880_x_at,0.043252883734344216,0.3128935074248866,0.4279002102583005,0.3686575001157465,NS,PCDHGA1,6.03538839886916,0.3686575001157465
211875_x_at,-0.034162365901828196,0.47011150358418524,0.5872740282879627,0.23115920504948315,NS,PCDHGA10,7.275299106401873,0.23115920504948315
216352_x_at,-0.15420493283708758,0.0032737817930385197,0.008361953197418311,2.077692267562912,NS,PCDHGA3,6.120018493457944,2.077692267562912
210368_at,-0.01925123871604839,0.6373219079319792,0.7370099161579892,0.13252666885231223,NS,PCDHGA8,5.723821186943926,0.13252666885231223
211873_s_at,0.0001467804883859003,0.9968828562291968,0.9978232272641807,0.000946390800470406,NS,PCDHGA9,7.124328454663555,0.000946390800470406
211807_x_at,-0.01791092569035957,0.5858924695284095,0.6926698800138766,0.1594736967693536,NS,PCDHGB5,7.156064812373834,0.1594736967693536
221682_s_at,-0.03089462455383707,0.4304789522176059,0.5490044596990934,0.2604241276540237,NS,PCDHGB6,5.127030823429906,0.2604241276540237
214563_at,-0.08394193549049955,0.001965216624844962,0.005275379117144956,2.277746324169105,NS,PCDHGC3,7.241785820878506,2.277746324169105
203378_at,-0.6076020918726259,5.1595597307422676e-11,5.490471321878221e-10,9.260390372543553,Down,PCF11,7.32295250079439,9.260390372543553
210023_s_at,0.2394443194067577,5.21765641184078e-07,2.737580358489477e-06,5.56263312375499,NS,PCGF1,9.031522044392522,5.56263312375499
214239_x_at,-0.3242126290017584,0.00042515657232492394,0.0013128830239906152,2.8817739672071836,NS,PCGF2,8.626500756056075,2.8817739672071836
212753_at,-0.018934140326180682,0.8422023854666798,0.894994842810664,0.04817946719282961,NS,PCGF3,8.226137432317753,0.04817946719282961
219940_s_at,0.050323219739969005,0.4473992111862155,0.5654726269996471,0.24758841325087488,NS,PCID2,8.360693746859813,0.24758841325087488
221762_s_at,-0.02115393864672832,0.6564568490053452,0.7529250548891345,0.12324825071556024,NS,PCIF1,8.879041447663552,0.12324825071556024
208383_s_at,0.08461551907952192,0.34536537074498275,0.46284817202805384,0.3345614471333507,NS,PCK1,4.253119940401871,0.3345614471333507
202847_at,-0.12184505556931846,0.07600577936484941,0.13387374765527937,0.873304578822613,NS,PCK2,7.9533243686729,0.873304578822613
213558_at,0.12039269326073665,0.11353499716990724,0.18755284616628684,0.726876340924434,NS,PCLO,6.5172555023925245,0.726876340924434
214118_x_at,-0.1735177857719883,0.009726527621155485,0.022177040313333438,1.6540964140639993,NS,PCM1,9.510141306672898,1.6540964140639993
205202_at,-0.3067977668479962,0.0010098038364795997,0.0028833237939870477,2.5401065840961103,NS,PCMT1,9.3129499147757,2.5401065840961103
212406_s_at,0.34024358499929797,0.004214910778361358,0.010504513686861216,1.9786240487317523,NS,PCMTD2,8.81257099659813,1.9786240487317523
201202_at,0.7620752062360996,3.9018579995679835e-10,3.54443953544123e-09,8.450452427874005,Up,PCNA,9.63884950233645,8.450452427874005
217816_s_at,-0.2103896369936642,0.0014037991483644874,0.0038872693454710915,2.4103553664438118,NS,PCNP,9.465294617158879,2.4103553664438118
203660_s_at,-0.0242488700126664,0.6225242073600503,0.724182036679927,0.14015225205082157,NS,PCNT,9.175264789785048,0.14015225205082157
213159_at,0.026842951191411224,0.4717518307778997,0.588976134313309,0.22990230274435294,NS,PCNX,6.978316892635513,0.22990230274435294
220461_at,-0.025120791377903018,0.6269488494798409,0.7281507981319345,0.13777867011742206,NS,PCNXL2,6.874816165532708,0.13777867011742206
201789_at,-0.02468974431984705,0.5609758002617241,0.6710808910308691,0.1732251275046776,NS,PCNXL4,6.536619888168225,0.1732251275046776
202465_at,0.10312553165130289,0.30348137446703144,0.4179527482848493,0.3788728146821853,NS,PCOLCE,9.000198305364487,0.3788728146821853
219295_s_at,-1.5475210868251237,1.6909993049650154e-19,6.901197346618212e-18,17.161075553332754,Down,PCOLCE2,5.810895597485984,17.161075553332754
205549_at,1.1947449066498956,9.628361911601295e-07,4.819155176914008e-06,5.317029089180751,Up,PCP4,6.6175654948130855,5.317029089180751
205825_at,0.08133779188001711,0.3099603924294543,0.42490602426979573,0.37170711148854435,NS,PCSK1,4.658079785747665,0.37170711148854435
218952_at,0.7802441499686807,8.573918251978531e-08,5.187418420006451e-07,6.285048720163152,Up,PCSK1N,8.10611702627103,6.285048720163152
204870_s_at,-0.3324758768810696,0.00010763406292254106,0.0003720772299259979,3.4293669067590957,NS,PCSK2,5.607076506345799,3.4293669067590957
205559_s_at,-0.7080453083015463,5.313849660766186e-09,3.9761085289070823e-08,7.400541769933123,Down,PCSK5,6.596812868813083,7.400541769933123
211262_at,0.05719878293595837,0.22362879549669196,0.32721258454611507,0.48517000177994907,NS,PCSK6,6.823445229616823,0.48517000177994907
203118_at,-0.05289228568931037,0.12098011336039549,0.1975523864875929,0.7043177195531122,NS,PCSK7,8.905461899009344,0.7043177195531122
218676_s_at,-0.1686332130256858,0.0717023344306876,0.12743205599928312,0.8947213098937533,NS,PCTP,8.262185523859811,0.8947213098937533
203803_at,-1.1852350659880342,5.71238957172624e-15,1.1284501491735443e-13,12.947517621714308,Down,PCYOX1,6.390875345822429,12.947517621714308
218953_s_at,-0.08513999344651602,0.05530221266622556,0.10169163268208484,0.9927147799139805,NS,PCYOX1L,8.102833881224296,0.9927147799139805
204209_at,-0.02079408837579244,0.5264963823883223,0.6401789200457811,0.19369863050197986,NS,PCYT1A,8.273576693831778,0.19369863050197986
210456_at,0.05195169014039447,0.25932509753728933,0.3689783881112972,0.43299907069427035,NS,PCYT1B,5.356721779663552,0.43299907069427035
209577_at,0.10335717729697436,0.031565148519363824,0.06252699835158539,1.2039324194023737,NS,PCYT2,7.322988359355139,1.2039324194023737
202290_at,0.49352779784658996,4.878169656632278e-09,3.672305893876252e-08,7.435061150322267,NS,PDAP1,7.719923150766357,7.435061150322267
211496_s_at,0.016607008103448173,0.5783503869945269,0.6861284258558258,0.1635945877620626,NS,PDC,4.387722502626168,0.1635945877620626
207634_at,-0.04236448729838127,0.41555870509730425,0.5341425141718523,0.27234285371888683,NS,PDCD1,6.810759723672896,0.27234285371888683
210907_s_at,0.3255817725872596,2.08892351961049e-05,8.226843900226324e-05,4.0847667431111505,NS,PDCD10,10.253269405990654,4.0847667431111505
212424_at,0.2065415809000699,0.00012477289418885422,0.00042629782293931897,3.3702868852460295,NS,PDCD11,7.939720281373829,3.3702868852460295
220049_s_at,-0.08008765492082937,0.06789340911363954,0.12158392954104558,0.9151238245112564,NS,PDCD1LG2,6.372813276626166,0.9151238245112564
213581_at,0.2435726504458149,0.014896844017479123,0.0323692223541187,1.4898677340658208,NS,PDCD2,7.150276799392524,1.4898677340658208
222307_at,-0.08375514954011365,0.025880961837443685,0.05253762162920266,1.279529591555521,NS,PDCD4-AS1,5.677836889990657,1.279529591555521
219275_at,0.5201842681368758,1.2854899244052158e-06,6.28859977728242e-06,5.201446044013488,NS,PDCD5,6.277854871214953,5.201446044013488
203415_at,0.6562494125295562,6.081986242902137e-10,5.350371079770561e-09,8.271616096052053,Up,PDCD6,9.421760379766353,8.271616096052053
217746_s_at,-0.16814274345003355,0.03485622526881797,0.06820947287828848,1.1661553066766686,NS,PDCD6IP,10.341460643607483,1.1661553066766686
204448_s_at,-0.10453575702990392,0.002131901711681929,0.005677682065424695,2.245828930425442,NS,PDCL,7.8783070299532705,2.245828930425442
211171_s_at,0.12741247975474934,0.0032462231308009993,0.008298220720848763,2.0810150177389324,NS,PDE10A,5.577558499121497,2.0810150177389324
221110_x_at,-0.01993027092751465,0.7530662876693764,0.829079846251814,0.08140364180593877,NS,PDE11A,6.065205754327101,0.08140364180593877
214826_at,0.002552926589373783,0.9389711081210439,0.9596177436425192,0.01790173038449919,NS,PDE12,4.790710315345793,0.01790173038449919
208396_s_at,-0.007253150604150882,0.9112972425453384,0.9417259405295076,0.02607546645652042,NS,PDE1A,6.551295808102806,0.02607546645652042
206444_at,0.05436504800914754,0.3103688735300787,0.42528284398418054,0.3713221364801517,NS,PDE1B,7.349373309691585,0.3713221364801517
216869_at,-0.0454001643800126,0.3494994089631887,0.4669281929328338,0.33074990275476707,NS,PDE1C,6.932691779551403,0.33074990275476707
204134_at,-0.9560247744764272,4.37365407320484e-24,3.2925045173386303e-22,21.48247362051078,Down,PDE2A,8.2552729743271,21.48247362051078
206388_at,-0.06632064829063822,0.22432454147395708,0.32801520819372565,0.4841060200642412,NS,PDE3A,6.743999333140186,0.4841060200642412
208591_s_at,-0.03169881001337149,0.4805181277616446,0.5974436692842722,0.22370303644221948,NS,PDE3B,7.918717683,0.22370303644221948
204735_at,-0.398910996934557,1.840867192972573e-07,1.0527133343147987e-06,5.977689875988974,NS,PDE4A,8.872261249065424,5.977689875988974
203708_at,-0.6354391149078111,1.5085913734729372e-06,7.280905690945951e-06,5.137814594297534,Down,PDE4B,8.619240465803735,5.137814594297534
204491_at,-0.5042833836488398,1.9359769753017693e-05,7.66377241795156e-05,4.115557400471179,NS,PDE4D,8.328076760448596,4.115557400471179
205872_x_at,-0.34803567049190764,3.0443666485572564e-07,1.6750030130815145e-06,5.775984407395197,NS,PDE4DIP,7.103095278411221,5.775984407395197
206757_at,-0.15543796171534208,1.084846080263961e-06,5.370723218511851e-06,5.269967228516388,NS,PDE5A,4.526510473990654,5.269967228516388
206623_at,0.027820291230824523,0.5830353539929543,0.6902075542169155,0.16102029173133614,NS,PDE6A,7.42402635459813,0.16102029173133614
210304_at,-0.036945517914496406,0.20750246318589183,0.30790286922629206,0.5115862640576981,NS,PDE6B,6.116966678028038,0.5115862640576981
211093_at,0.06914015792082928,0.022218481868640408,0.04602532597182432,1.3370031269464195,NS,PDE6C,4.144968301121494,1.3370031269464195
216883_x_at,0.10504907065658209,0.056944873659986975,0.10438488152068853,0.9813623973835414,NS,PDE6D,8.107288255999999,0.9813623973835414
210060_at,-0.03798496163828169,0.3268534829262835,0.4430486136654526,0.3535486180471054,NS,PDE6G,8.426227214018692,0.3535486180471054
206841_at,-0.012904738559465834,0.736162327047985,0.816090907972799,0.08826146056979833,NS,PDE6H,5.2155425580093455,0.08826146056979833
220343_at,0.01930104829099566,0.6642098248864813,0.7590644861763087,0.11972132713367052,NS,PDE7B,6.284610652822428,0.11972132713367052
212521_s_at,-0.09717664272097082,0.01290306091009721,0.028470037257124083,1.5456119645161002,NS,PDE8A,8.580843841467285,1.5456119645161002
213228_at,-0.7095777556850802,1.3420500508391305e-14,2.513016914525071e-13,12.5998045882637,Down,PDE8B,7.810610510093457,12.5998045882637
205593_s_at,0.14660201611506274,0.04192940533026219,0.08023297028546436,1.0956471295884989,NS,PDE9A,7.472585024999998,1.0956471295884989
205463_s_at,-0.5339001217983848,1.8778931717332052e-06,8.914591722567324e-06,5.049898542190969,NS,PDGFA,7.862117179028036,5.049898542190969
216061_x_at,-0.35565263629873556,4.4130804295879784e-11,4.748269976461078e-10,9.323464595961347,NS,PDGFB,8.400587147579435,9.323464595961347
218718_at,0.433496956595004,0.0004900900345280852,0.0014927113503812634,2.826024164851222,NS,PDGFC,9.803845940102802,2.826024164851222
219304_s_at,0.35807478200703713,0.005218333447557992,0.01271858643675191,1.8955611541618385,NS,PDGFD,7.724235349317757,1.8955611541618385
203131_at,-0.6059752622543986,1.0619554217646891e-05,4.395978573877497e-05,4.356944433006839,Down,PDGFRA,9.407178975242992,4.356944433006839
202273_at,-0.48392613270760165,2.5188156531537676e-08,1.6719323562474057e-07,6.776781297413007,NS,PDGFRB,8.565505331476633,6.776781297413007
205226_at,0.7215620615105545,4.236901417352415e-08,2.703633284159904e-07,6.56805221563955,Up,PDGFRL,6.706490887028041,6.56805221563955
200980_s_at,0.2890358882491224,0.00035242622592903343,0.0011076323825637026,2.9556043557766403,NS,PDHA1,9.584877812112152,2.9556043557766403
214518_at,0.039605224879307954,0.32068408519179525,0.43619847822785823,0.360315853884317,NS,PDHA2,6.661799760738317,0.360315853884317
211023_at,0.004465508497533577,0.9470040670876605,0.9652848280917771,0.015344519799536984,NS,PDHB,10.172404602579435,0.015344519799536984
203067_at,0.13453932233497667,0.05112863807617282,0.09514777369729072,1.0216013690405783,NS,PDHX,8.667744844252336,1.0216013690405783
206889_at,0.10366847509711441,0.1064460887216343,0.17771320858501366,0.7502802919335868,NS,PDIA2,6.679784278728974,0.7502802919335868
208612_at,0.6995365655696766,8.640216678986705e-12,1.0452223032457153e-10,9.98079133174877,Up,PDIA3,10.649631417439252,9.98079133174877
211048_s_at,1.1727924690158318,2.8584132544454844e-22,1.6850270515557864e-20,19.773393122539172,Up,PDIA4,9.308612097168226,19.773393122539172
207668_x_at,0.8095937078698014,8.100001177116436e-19,2.925321332733964e-17,16.533826421763575,Up,PDIA6,10.99781538250467,16.533826421763575
206686_at,0.42180718571991704,1.5239597526752478e-10,1.5005919208511953e-09,8.823737396110024,NS,PDK1,6.777780811093461,8.823737396110024
202590_s_at,-0.18594413896235018,0.0012744294045986876,0.003559106457284441,2.448659021515758,NS,PDK2,7.608843633887853,2.448659021515758
221957_at,0.10682895747008736,0.10762607895761789,0.17940095133248052,0.7461752582966575,NS,PDK3,8.262459841439254,0.7461752582966575
205960_at,-1.2734846701189282,1.9336989505463702e-20,8.943244153990021e-19,18.0485049126802,Down,PDK4,7.070760342317759,18.0485049126802
208690_s_at,-0.8085742630657968,1.1341079489110873e-15,2.5296624049635392e-14,13.596937433545243,Down,PDLIM1,11.121302077785053,13.596937433545243
219165_at,-1.4790704825422285,4.6444949636899905e-27,5.6864440261485745e-25,24.245159231424143,Down,PDLIM2,8.771314156869156,24.245159231424143
209621_s_at,-0.63127907359641,2.0536145671933796e-05,8.10067151721899e-05,4.091478978141774,Down,PDLIM3,8.542676323794396,4.091478978141774
218690_at,0.02317872653764841,0.5202721424644071,0.6342373297518674,0.19774819998137752,NS,PDLIM4,7.983956185504673,0.19774819998137752
212412_at,0.22156911054187667,0.0060390295090936965,0.014494581489781866,1.8387943197572287,NS,PDLIM5,9.995482751635517,1.8387943197572287
203370_s_at,0.1371138806900074,0.12153576369005227,0.1982340560620996,0.7028217328512429,NS,PDLIM7,8.314893481738318,0.7028217328512429
218273_s_at,0.4423077342417292,0.0001618525031879894,0.0005421766879942826,3.265859159741699,NS,PDP1,8.147545239037383,3.265859159741699
221244_s_at,-0.055453521831810626,0.19456012906198505,0.29188604025370046,0.5347866750899587,NS,PDPK1,5.481226495317758,0.5347866750899587
221898_at,-0.5352503185950068,6.909426564076339e-09,5.077927180979982e-08,7.294313531332585,NS,PDPN,7.407463872897198,7.294313531332585
220236_at,0.1137173829387752,0.017508097838927247,0.037329723868033286,1.4279452225846239,NS,PDPR,6.764749596289718,1.4279452225846239
212140_at,0.07849359506228559,0.2606608835314728,0.37057083834050325,0.4311287599931294,NS,PDS5A,9.273387984299065,0.4311287599931294
207956_x_at,-0.24427632432653112,9.18393985421299e-05,0.0003217700185085347,3.492454424509524,NS,PDS5B,8.355422641803738,3.492454424509524
220865_s_at,0.25499462595003397,0.0016702633188241675,0.004554947684905021,2.3415166066794666,NS,PDSS1,6.7076414629065395,2.3415166066794666
219307_at,-0.12887240515481846,0.04365691407381744,0.08307489464618907,1.0805302008119086,NS,PDSS2,7.097756007691589,1.0805302008119086
210938_at,0.010881462323014901,0.8459778676627789,0.897791342817055,0.046824586709938505,NS,PDX1,6.612022948672895,0.046824586709938505
218019_s_at,-0.5954139060809336,8.230376057498026e-09,5.9486691433418275e-08,7.225580185255026,Down,PDXK,9.385779755841119,7.225580185255026
206803_at,-0.025371967298030818,0.5842626515533335,0.6911097072174822,0.16045300695668613,NS,PDYN,6.839228955140187,0.16045300695668613
209493_at,-2.259843599432089,2.91924406152112e-29,4.78305260462317e-27,26.320294842675615,Down,PDZD2,7.710808799579441,26.320294842675615
220303_at,0.001272756935963848,0.9731331606632915,0.9821244720802629,0.007833467292578158,NS,PDZD3,6.9541916924859795,0.007833467292578158
220555_s_at,0.07929435882582858,0.08173865878991687,0.1421511382046139,0.8472496585623249,NS,PDZD7,7.468927348018691,0.8472496585623249
213549_at,-0.06123560584693699,0.4683412366061279,0.5854396822222792,0.23251784359323585,NS,PDZD8,6.766828770205605,0.23251784359323585
205380_at,0.03866529659535356,0.3141681301818934,0.4290729212182857,0.3674688929167787,NS,PDZK1,4.6651575910654195,0.3674688929167787
219630_at,0.32875022710204327,0.07965923425829174,0.13905575534488954,0.8568110315189849,NS,PDZK1IP1,8.933255281579436,0.8568110315189849
212915_at,-0.9618748115964104,2.7848286576834425e-11,3.1104930816621627e-10,9.507170760275109,Down,PDZRN3,6.31942060071963,9.507170760275109
220595_at,-0.19662838069071054,2.140281704331705e-07,1.2092266028809174e-06,5.917492306947994,NS,PDZRN4,5.215883127448596,5.917492306947994
200788_s_at,-0.2923059912990844,2.054550629384698e-06,9.695373078055744e-06,5.013435474607606,NS,PEA15,10.464322942542053,5.013435474607606
220008_at,-0.14251220157318656,0.002774921450228698,0.007202513066446835,2.142515945171033,NS,PEAK1,8.398224503102806,2.142515945171033
211941_s_at,-0.489907976462705,1.990131283528791e-10,1.9222408058462094e-09,8.71619220766677,NS,PEBP1,11.01105031548598,8.71619220766677
208982_at,-1.813913741770584,1.4541214697920596e-38,1.8001215950764704e-35,34.7446981580705,Down,PECAM1,10.667312798803735,34.7446981580705
221142_s_at,-0.0624217162646028,0.1560012091136296,0.24299522911239477,0.6144022531115676,NS,PECR,7.12980635331776,0.6144022531115676
217923_at,-0.3657934047076008,6.378143814750328e-08,3.9500883441934843e-07,6.403393191217416,NS,PEF1,9.546018360317753,6.403393191217416
212094_at,0.03732235906157655,0.8629937118084462,0.9091380900258891,0.041370146281408754,NS,PEG10,8.130063463168222,0.041370146281408754
209242_at,-0.5822093581498926,1.031875671194689e-05,4.280209527407158e-05,4.368534970620137,NS,PEG3,6.937850554261682,4.368534970620137
218319_at,-0.06718340295320324,0.6018371213918886,0.706916729853882,0.15063174022687664,NS,PELI1,9.255545962448597,0.15063174022687664
219132_at,-0.2591764241505974,0.002988623026775796,0.0077042442047252505,2.1132699596473135,NS,PELI2,8.228550870934578,2.1132699596473135
218472_s_at,-0.1022048362906407,0.23347794939729716,0.33897505514855175,0.4698322599383229,NS,PELO,8.332879015046728,0.4698322599383229
215354_s_at,0.11977687636066126,0.014060730590334095,0.03075034446407053,1.5121500149127225,NS,PELP1,5.716144712345794,1.5121500149127225
207621_s_at,-0.06746251938705328,0.2185922386997805,0.32093897706708896,0.4935775359514964,NS,PEMT,7.9183262684859805,0.4935775359514964
213791_at,-0.5413665761185795,9.99767341622655e-08,5.971003932827022e-07,6.223952642768227,NS,PENK,6.627760178392525,6.223952642768227
202108_at,-0.09444237590570026,0.15586716069800943,0.24281235611253804,0.6147292168762087,NS,PEPD,9.47418789226168,0.6147292168762087
205251_at,-0.5718924090939481,4.4950705178899454e-05,0.00016624673253135545,3.7792468817093523,NS,PER2,9.095651169476634,3.7792468817093523
221045_s_at,-0.7943589935088031,1.4245892074909333e-08,9.864549816818044e-08,7.005922729624455,Down,PER3,8.330892166635515,7.005922729624455
217744_s_at,1.1323889898803614,1.5469024144426423e-12,2.1056583079429076e-11,10.676612101818398,Up,PERP,9.29269193928972,10.676612101818398
202212_at,0.19300495052498334,0.0006266801942755753,0.0018678858706584597,2.728649663040335,NS,PES1,8.262215108953272,2.728649663040335
204300_at,0.12225331147396012,0.006443477249590109,0.015357792657248518,1.8136712000378887,NS,PET112,6.363411380757012,1.8136712000378887
215023_s_at,0.09456238958796614,0.053443909053038446,0.09879630209298619,1.0052593105810554,NS,PEX1,7.376346742598128,1.0052593105810554
206352_s_at,0.23018960611435624,6.401410726817712e-06,2.733664914252186e-05,4.563254721227587,NS,PEX10,7.734869319383177,4.563254721227587
205160_at,-0.20429293289021722,0.0002301561755769618,0.0007474960006386008,3.126391126622574,NS,PEX11A,7.642242631654205,3.126391126622574
202658_at,0.29478034676178666,1.2103233163506158e-05,4.9549208999156295e-05,4.304963274176559,NS,PEX11B,9.167423771663554,4.304963274176559
205094_at,-0.02490647095566878,0.5757425849164487,0.6838266627414971,0.16505396985156692,NS,PEX12,8.229051990831778,0.16505396985156692
205246_at,0.47529951572273,1.4996670907899278e-08,1.0342643696710604e-07,6.985368436470163,NS,PEX13,7.168437748728972,6.985368436470163
203503_s_at,-0.18761973840570167,4.0502351133930674e-05,0.0001508968216548031,3.8213199076884097,NS,PEX14,7.8359803648878525,3.8213199076884097
49878_at,0.03162551949366588,0.30384436953305105,0.4183408577770685,0.37846971744044167,NS,PEX16,9.907330334000001,0.37846971744044167
201707_at,-0.0472100650921945,0.3852394016648476,0.5040686780562419,0.29751028802100343,NS,PEX19,8.916033095242987,0.29751028802100343
210296_s_at,0.1938225799500355,0.04918950569333817,0.09200014733629802,1.0362114771404232,NS,PEX2,8.521429552766353,1.0362114771404232
219180_s_at,0.05536285156192822,0.2470211353968594,0.35452608270309277,0.45035180799197877,NS,PEX26,7.806498766495326,0.45035180799197877
203972_s_at,0.027339991208308767,0.7361155462532529,0.816090907972799,0.08826146056979833,NS,PEX3,7.955178971420563,0.08826146056979833
203244_at,-0.11681220880119625,0.025988252410352103,0.05269816633620315,1.2782044960573435,NS,PEX5,9.315613237775699,1.2782044960573435
219642_s_at,0.0012013818532699005,0.978845103644749,0.9858352743284041,0.006195646343496188,NS,PEX5L,6.015102615943925,0.006195646343496188
204545_at,0.2983034098015471,0.001985349957860102,0.005324934173206145,2.2736857566009685,NS,PEX6,7.770822960018693,2.2736857566009685
211033_s_at,-0.022621908204085273,0.6259590233748473,0.7272286192837186,0.13832903826735532,NS,PEX7,7.47852996043925,0.13832903826735532
206390_x_at,-0.3274561270703762,8.601974568972913e-10,7.3892752243802396e-09,8.131398157205805,NS,PF4,8.078964222000003,8.131398157205805
207815_at,-0.019468580250880052,0.34400283046274793,0.4616607486871484,0.33567704845779855,NS,PF4V1,4.088499994869157,0.33567704845779855
213302_at,0.21964527834587955,6.396058757316974e-05,0.00023088186828008124,3.636610171955505,NS,PFAS,7.542629381747665,3.636610171955505
