gene,probe,log2FC,fold_change,p_value,p_adj,status
TIMP3,201150_s_at,-1.3905549780464437,0.3814180495601418,5.988148286124107e-18,1.8846597211822524e-16,Down
LDLR,202068_s_at,-1.389457189125963,0.3817083921788175,8.715961606591846e-19,3.137605371238871e-17,Down
HN1,217755_at,1.3883212731875432,2.6177390212735117,1.3602451488537625e-21,7.182545652110993e-20,Up
ETV1,221911_at,-1.3816413552463045,0.38378191787109717,6.380148720024638e-13,9.304244367035929e-12,Down
ACKR1,208335_s_at,-1.3798009778532716,0.38427180259102384,2.699072422367711e-15,5.579167976588099e-14,Down
ENG,201809_s_at,-1.375752506407455,0.3853516553875921,9.316482175193252e-28,1.2357093589870908e-25,Down
ATF3,202672_s_at,-1.373534179887752,0.3859446381860989,1.5599618613725615e-08,1.0731901870010739e-07,Down
CAT,201432_at,-1.3735273417093659,0.3859464675155573,2.0848400498740006e-31,4.6925748314487227e-29,Down
TFPI2,209278_s_at,1.3675760445686098,2.580366593888478,1.2699552231113958e-05,5.180013222879596e-05,Up
MIF,217871_s_at,1.3664339713061224,2.5783247198457357,3.434798349001707e-29,5.506302993583096e-27,Up
LGSN,220393_at,1.3655208603374396,2.5766933621215253,3.952788055542476e-11,4.2819628702796787e-10,Up
HIGD1B,219719_at,-1.3639731366108423,0.38851086850678235,8.776834425419572e-40,2.444677518770304e-36,Down
C1orf116,219476_at,-1.3637099702146358,0.38858174442168464,1.1644388537938986e-11,1.3779708432867469e-10,Down
MELK,204825_at,1.3636410135563004,2.5733380900771827,4.984901668648766e-18,1.5823157248219437e-16,Up
APOLD1,221031_s_at,-1.3584744003170268,0.3899944774112774,1.9601543420599494e-15,4.1837278931151204e-14,Down
A2M,217757_at,-1.3580732278888075,0.390102938854564,1.2862472271692927e-22,7.961513045281486e-21,Down
SOCS2,203373_at,-1.3580107144222406,0.3901198427841488,3.911351115278358e-16,9.31160650659697e-15,Down
C1orf106,219010_at,1.3572121061836757,2.561896347031694,3.0062586996935295e-22,1.762854279086077e-20,Up
CPA3,205624_at,-1.3545077055035222,0.39106824401005436,1.2304298166131443e-13,2.007149897773843e-12,Down
GATA2,209710_at,-1.3531033895964093,0.39144909423403623,1.285566104993111e-26,1.4766118308021389e-24,Down
SOX4,201417_at,1.3518135132783247,2.552327595461749,2.4088841888307166e-22,1.435218352398793e-20,Up
AHNAK,211986_at,-1.351626924534484,0.3918499112746982,4.668353862470028e-25,4.1279733776753825e-23,Down
KRT19,201650_at,1.3498342075422247,2.5488283300888512,2.5848854169608018e-12,3.3921673584297735e-11,Up
BMP2,205290_s_at,-1.3458171910475043,0.39343107255053733,3.6741460655020724e-14,6.497698156951006e-13,Down
KRT8,209008_x_at,1.3425776695380005,2.5360402967211493,7.970567629122886e-17,2.127043814128686e-15,Up
DST,212254_s_at,-1.3420604759743178,0.39445688493968606,4.691206091889021e-21,2.338571484240784e-19,Down
CENPF,207828_s_at,1.3416688217448955,2.5344431824880496,1.369550682086222e-18,4.775852558517572e-17,Up
GFPT1,202722_s_at,1.341043868870159,2.53334553919169,2.2875206248132895e-23,1.563583499469771e-21,Up
SCG5,203889_at,1.338854414239269,2.5295038136296863,7.929273375249185e-12,9.644541409425633e-11,Up
DNAJC12,218976_at,1.3384724985320196,2.5288342824032597,6.652451528523531e-12,8.17180691345589e-11,Up
COMP,205713_s_at,1.3370194262800856,2.52628854062308,5.904041457726348e-11,6.193962137594926e-10,Up
IGLJ3,211798_x_at,1.3362748114493286,2.5249849896317964,7.932485644058174e-10,6.856461505296676e-09,Up
HYAL1,210619_s_at,-1.3357279032090075,0.3961921214880502,3.6154898191574775e-23,2.3524140951303853e-21,Down
ETS2,201328_at,-1.3320512639271644,0.3972030858026598,4.48345921887445e-18,1.443712742401436e-16,Down
PLLP,204519_s_at,-1.3292609830084494,0.3979720498780911,6.71912743808448e-22,3.7524390151086836e-20,Down
SFTPB,209810_at,-1.3280943867477077,0.39829398934102844,2.0000638837419936e-07,1.1366341117424852e-06,Down
AK1,202587_s_at,-1.32564504967241,0.3989707677328352,2.500452802865944e-18,8.416554351399069e-17,Down
PLOD2,202619_s_at,1.3253142574116836,2.5058746640581675,3.0023766327270337e-13,4.63309961960225e-12,Up
SECISBP2L,212450_at,-1.32372800968015,0.3995012688291095,1.191876714210172e-20,5.674912141612235e-19,Down
TNFRSF21,218856_at,1.3229158952603814,2.501712313744833,1.5008792468898758e-20,7.070632612779515e-19,Up
POSTN,210809_s_at,1.3202868947417308,2.497157633900582,1.2873901261001717e-12,1.7918122535846424e-11,Up
SORD,201563_at,1.3202321573596087,2.497062890885084,4.749639717453141e-18,1.518453684706002e-16,Up
CDO1,204154_at,-1.3151277502237848,0.40188990656226353,1.67600106030142e-26,1.8957528744516014e-24,Down
SPTBN1,212071_s_at,-1.3150874258325036,0.4019011398387851,2.1341014070023344e-29,3.630090202460536e-27,Down
PLSCR4,218901_at,-1.3125283055246317,0.402614683652167,1.8031828711205624e-17,5.350242865137083e-16,Down
DLGAP5,203764_at,1.311787544021115,2.482489376647324,5.85848088342434e-15,1.1532202254889097e-13,Up
GPR87,219936_s_at,1.3110007373954975,2.4811358635975735,1.2976073471222625e-08,9.069819484292777e-08,Up
FAM189A2,213900_at,-1.3100129418465842,0.40331726159520515,1.1110890335791845e-29,1.9649521377178545e-27,Down
FAP,209955_s_at,1.308406550019706,2.4766784088454994,5.0145055888623825e-20,2.178133100129054e-18,Up
ZBED2,219836_at,-1.3076999233662931,0.40396440356125163,4.5834360517346766e-17,1.2718892346301844e-15,Down
NEBL,203961_at,-1.3064906085858539,0.40430316186723,4.0073083950271826e-19,1.536916574292439e-17,Down
DNASE1L3,205554_s_at,-1.304966278235045,0.4047305683946612,9.711183457767452e-26,1.0018254675436672e-23,Down
C1orf115,218546_at,-1.303896996352572,0.40503065363085583,1.365852611328479e-22,8.430829290369113e-21,Down
MYLK,202555_s_at,-1.302625937270232,0.40538765544219363,1.024383532758204e-17,3.148460449717387e-16,Down
DSG2,217901_at,1.3020795960541882,2.4658406919962808,6.599559716546861e-17,1.7933901117538257e-15,Up
PTRF,208789_at,-1.2956365370844445,0.4073563952476169,7.94115934203475e-25,6.652362917990991e-23,Down
TIMP1,201666_at,1.2950696657522904,2.4538884465328583,3.687160732498632e-19,1.4288870017785566e-17,Up
MSR1,214770_at,-1.2949317229799453,0.40755545372407126,9.830243390836124e-15,1.875405081147272e-13,Down
PALMD,218736_s_at,-1.2949087473296954,0.40756194430306353,4.371893802268678e-23,2.799393953906694e-21,Down
HIST1H2BD,209911_x_at,1.293803344596764,2.45173549847117,1.7055642330155063e-17,5.101354067689198e-16,Up
PPAP2B,212226_s_at,-1.2937545993212538,0.40788812204444,2.7248494837711484e-22,1.614835666140226e-20,Down
MACF1,208634_s_at,-1.2933110057470056,0.408013556987005,8.390656991283827e-29,1.2548255687032046e-26,Down
CD52,204661_at,-1.2920888517188587,0.4083593450235328,6.269986113331182e-16,1.4508213973349817e-14,Down
TPBG,203476_at,1.290612089131601,2.4463182294325563,1.7142925895648936e-22,1.0408605387813222e-20,Up
PLAGL1,209318_x_at,-1.2896865904697377,0.40903987901429995,1.3691407791369982e-14,2.561592273846325e-13,Down
WFDC1,219478_at,-1.287297295514076,0.4097178647439572,1.2307139478350755e-24,9.900360613577251e-23,Down
HMGA1,206074_s_at,1.278782938865941,2.4263420369828785,1.1106216518036982e-21,6.021406877650076e-20,Up
ITM2A,202747_s_at,-1.2776218479950732,0.41247487598737104,4.155383154681077e-30,7.589705150472003e-28,Down
S1PR1,204642_at,-1.2774482228821276,0.41252451940090323,2.7382260682391434e-34,1.0895694906888006e-31,Down
FERMT2,209210_s_at,-1.2747245339581283,0.41330406720644397,1.286506356981316e-23,8.902863711992132e-22,Down
PDK4,205960_at,-1.2734846701189282,0.41365941675292933,1.9336989505463702e-20,8.943244153990021e-19,Down
RASL12,219167_at,-1.27334008654715,0.41370087482362794,6.596305102838946e-28,9.017513288746027e-26,Down
MMP7,204259_at,1.2688205347163963,2.4096448615113717,4.3238602461124364e-07,2.3055414659996036e-06,Up
PBK,219148_at,1.2675008410784656,2.407441666164993,1.6628967039690455e-10,1.6266166485751643e-09,Up
CRYAB,209283_at,-1.2641937588194896,0.41633196689521174,1.0562780837655948e-30,2.082924295623783e-28,Down
MCM4,222036_s_at,1.263551038445815,2.400859599755377,1.7725647750155096e-18,6.067290458013916e-17,Up
PRDX4,201923_at,1.259961237921889,2.3948930628053597,5.684933890903493e-23,3.619353768314358e-21,Up
SPAG4,219888_at,1.2576122391460212,2.3909968661794596,4.381911675755316e-21,2.209098141874564e-19,Up
LMOD1,203766_s_at,-1.2555000405570045,0.4188483686148184,1.2533011541089401e-23,8.727284255315472e-22,Down
WFS1,202908_at,-1.252047168921532,0.41985201918381065,1.7312104849697263e-26,1.948311274574768e-24,Down
FBP1,209696_at,-1.2510153311769905,0.4201524112331951,2.065280457154676e-11,2.3564078047505193e-10,Down
ITGA8,214265_at,-1.2491327822751597,0.42070101902356544,4.250338553266396e-18,1.3746051376260536e-16,Down
UBE2C,202954_at,1.2481403355102003,2.3753503787544368,2.1546515681603158e-15,4.5638879176156195e-14,Up
MAGEA6,214612_x_at,1.2455403830672083,2.371073496717394,0.00014369942271906733,0.000485601188421137,Up
DKK3,214247_s_at,-1.245378260709364,0.42179729238849323,2.92811101221912e-12,3.802278419888033e-11,Down
HEY1,44783_s_at,-1.2445021077554532,0.42205352892708164,2.113069391881294e-15,4.488610606224106e-14,Down
NQO1,201468_s_at,1.243079892259324,2.3670331192920666,6.351652677828218e-11,6.607557265174892e-10,Up
ID1,208937_s_at,-1.2426736337920463,0.4225887793502733,2.1126243837752755e-11,2.405498678776927e-10,Down
PLA2G4A,210145_at,1.2399816764785365,2.3619553237167,1.0379713819126734e-07,6.185909682578257e-07,Up
TMEM106B,218930_s_at,1.2392195189848723,2.36070786221185,3.6524046514901566e-18,1.1933509215418643e-16,Up
GMFG,204220_at,-1.2310454665154822,0.4260086216696953,2.0947851210860683e-23,1.4406820016407673e-21,Down
LYVE1,219059_s_at,-1.230656801795213,0.42612340464331394,5.665042933863438e-30,1.0262939162217805e-27,Down
CBX7,212914_at,-1.229955547007041,0.4263305819784758,3.7493742577192416e-24,2.8809416063709607e-22,Down
LGR4,218326_s_at,1.2285386227484159,2.343295056262811,2.996265911731347e-16,7.272962234325665e-15,Up
PAPSS2,203058_s_at,-1.2280951689334998,0.42688069662151024,2.650082899854379e-16,6.503501900600784e-15,Down
PPP1R14B,212680_x_at,1.2275596452705848,2.3417054930788233,3.243307639132932e-25,3.015646385677503e-23,Up
PTCH1,209815_at,-1.224383968587265,0.4279802215717555,7.581659813034762e-17,2.035447296552453e-15,Down
WASF3,204042_at,-1.222285989143912,0.42860304681235056,2.7718129206028774e-18,9.20481480026735e-17,Down
KANK2,218418_s_at,-1.2206030149264642,0.42910332493946346,4.955806527382358e-25,4.3305975235161206e-23,Down
KL,205978_at,-1.2199496986062623,0.42929768596664686,2.4625160596570102e-26,2.7164477899671864e-24,Down
STARD13,213103_at,-1.2198197671192865,0.4293363509630421,8.859003884443235e-39,1.233782397231554e-35,Down
KAZN,213478_at,-1.2196900681579823,0.429374950237523,4.952417376081118e-21,2.4577887837687206e-19,Down
SNRK,209481_at,-1.2180683252962705,0.4298578847907479,3.0954390907232316e-26,3.381160257773812e-24,Down
DPEP2,219452_at,-1.217437612331457,0.43004584981797117,8.694008705032965e-33,2.2791599526382303e-30,Down
CDKN3,209714_s_at,1.210943041725896,2.314889039275538,1.1313134244993344e-16,2.944983298845639e-15,Up
MUC5B,213432_at,1.210766528594303,2.31460583090057,4.578217889855269e-05,0.0001690413077707456,Up
EML1,204797_s_at,-1.2070373092044369,0.4331572262758553,8.339801485568065e-25,6.934171511302731e-23,Down
CRTAC1,221204_s_at,-1.2059715414123833,0.43347733244243264,7.395051558870303e-24,5.315610770526031e-22,Down
EFNB2,202668_at,-1.205682578321957,0.43356416402582654,2.4587765907994555e-16,6.080901084659741e-15,Down
CHI3L1,209395_at,1.2048841281217513,2.305187542107337,3.0613833140913005e-08,2.0010271009003522e-07,Up
MTHFD2,201761_at,1.1996575393715663,2.296851428748625,2.2075821542495404e-14,4.0025673834941017e-13,Up
EDN1,218995_s_at,-1.199313560986278,0.4354824363276378,9.256618021152914e-13,1.3129549291238088e-11,Down
GINS1,206102_at,1.1972827176520084,2.2930736894857624,2.306948454906361e-16,5.7372469219507186e-15,Up
NRN1,218625_at,-1.196254730365589,0.4364067343318592,2.669000480849722e-18,8.889886056020083e-17,Down
SESN1,218346_s_at,-1.1953861888170323,0.4366695421244857,1.567576363343788e-29,2.707775511968188e-27,Down
KLF6,208961_s_at,-1.194984915775514,0.436791014841223,1.5378094112137545e-16,3.907298416200239e-15,Down
HLF,204755_x_at,-1.1949754969539041,0.436793866497299,4.771647819426983e-19,1.7990969265700756e-17,Down
PCP4,205549_at,1.1947449066498956,2.289043543059255,9.628361911601295e-07,4.819155176914008e-06,Up
RCAN1,208370_s_at,-1.194255260783601,0.43701198139565484,4.53294226068902e-18,1.4533460776249415e-16,Down
FHL5,220170_at,-1.1938571445545358,0.43713259286567824,6.612056988024847e-33,1.8539891718273555e-30,Down
SVEP1,213247_at,-1.1923093771755813,0.4376018137375748,7.929015745180921e-33,2.12870190180562e-30,Down
SYNM,212730_at,-1.1898990022399714,0.43833354569915794,7.707302429651622e-29,1.1763138358899117e-26,Down
SERPING1,200986_at,-1.1897459028666422,0.43838006429815135,5.256583160664882e-19,1.9620174634689375e-17,Down
GCLC,202923_s_at,1.1895981411766332,2.2808920069091805,7.4465185256519105e-09,5.4172632160333503e-08,Up
DOCK9,212538_at,-1.188526903643913,0.43875062825607,1.7679157079939887e-17,5.259608240484652e-16,Down
LCN2,212531_at,1.1854552520482073,2.2743515200489064,9.818331652507959e-06,4.09014552650654e-05,Up
PCYOX1,203803_at,-1.1852350659880342,0.4397528808442642,5.71238957172624e-15,1.1284501491735443e-13,Down
RPS6KA2,212912_at,-1.1831321880165397,0.4403943337532643,9.91932603309142e-16,2.230396992889769e-14,Down
NPR1,32625_at,-1.1821510035161849,0.4406939501343324,4.87772724380878e-40,1.5527199453398718e-36,Down
CAPN3,210944_s_at,-1.1803781986857818,0.44123581418224517,2.7242967229721255e-22,1.614835666140226e-20,Down
ABCC3,208161_s_at,1.1787268244648104,2.2637691170254124,4.1530752001355734e-17,1.1669984197304032e-15,Up
KPNA2,201088_at,1.178661610768474,2.2636667908850767,1.2832852932028537e-19,5.325036534159998e-18,Up
CDKN1C,213348_at,-1.178146819050669,0.4419187904005795,3.940346472974736e-17,1.1114270943961525e-15,Down
LAMA4,202202_s_at,-1.177093306693524,0.44224161464431117,1.9656493168971025e-17,5.770825260661151e-16,Down
C5AR1,220088_at,-1.174290082480299,0.4431017462365995,8.209004685925465e-17,2.1880532466085784e-15,Down
PDIA4,211048_s_at,1.1727924690158318,2.254476495610162,2.8584132544454844e-22,1.6850270515557864e-20,Up
CD97,202910_s_at,-1.1719399350045716,0.44382414637233786,1.0679016134593912e-23,7.5066408999102875e-22,Down
SYNC,221276_s_at,-1.1718750869380745,0.4438440963851931,4.574043292318295e-25,4.076936267309143e-23,Down
LRRC36,220003_at,-1.1718248103976032,0.4438595641963896,6.1903907672067325e-27,7.496765079655849e-25,Down
LMCD1,218574_s_at,-1.171776008120693,0.44387457895912363,3.823392818495888e-21,1.9406984550009996e-19,Down
F8,205756_s_at,-1.1714507858205518,0.4439746515176019,1.2137676022688095e-17,3.7049840385419013e-16,Down
MMRN2,219091_s_at,-1.1713037333712188,0.444019907712125,6.656156430740405e-33,1.8539891718273555e-30,Down
DMBT1,208250_s_at,-1.170829037228712,0.44416602952667444,2.020571560772351e-07,1.146534150463211e-06,Down
MAFF,36711_at,-1.1703249221294847,0.44432125978697296,1.0334768257532431e-10,1.0401949778068648e-09,Down
VCAN,204620_s_at,1.1696810720749475,2.2496196045145407,2.1481481920295525e-11,2.4409579889339376e-10,Up
LINC00312,220244_at,-1.1686362356168196,0.4448416460060228,1.113319839426631e-25,1.123507956461287e-23,Down
PROS1,207808_s_at,-1.168327369118579,0.44493689232368,1.8888990788174388e-13,2.9766858679836626e-12,Down
S100A4,203186_s_at,-1.1681877373550371,0.4449799577864312,1.1824939787792158e-12,1.6551201839910343e-11,Down
SOBP,218974_at,-1.1675234681280777,0.4451848899058457,5.057380683695714e-19,1.890832445885765e-17,Down
APOBEC3B,206632_s_at,1.1631153935095,2.2394048882416038,8.015308427375736e-11,8.181636174402818e-10,Up
CDH1,201131_s_at,1.161963091615057,2.2376169565122006,2.079464244304869e-18,7.08512259263691e-17,Up
TSPAN6,209109_s_at,1.1594070928923284,2.233656117612387,1.4873301986109188e-16,3.792011306138112e-15,Up
NR4A1,202340_x_at,-1.158016059204435,0.44812836146435747,2.8290375626598762e-11,3.1551273277652664e-10,Down
ALOX5AP,204174_at,-1.1571893208493975,0.4483852356252983,6.792198301691691e-10,5.937644360792309e-09,Down
MME,203435_s_at,-1.1555194278240677,0.4489045337852982,9.848499528033931e-17,2.5848541222989413e-15,Down
PODXL,201578_at,-1.1546661939437008,0.44917010192764145,2.1660133813029685e-20,9.870199626906759e-19,Down
TTK,204822_at,1.151624382848694,2.2216389605968243,7.351764935792288e-13,1.06100633461308e-11,Up
CDK1,203214_x_at,1.150227430460241,2.219488802948764,9.422709228867185e-17,2.4818703279769206e-15,Up
ZFP36,201531_at,-1.1500862913620669,0.4505982790383015,9.898278907345442e-14,1.632593256050174e-12,Down
SEMA5A,205405_at,-1.1499236626027463,0.4506490758924058,8.190305012815163e-27,9.759602492008572e-25,Down
TNFSF10,202688_at,-1.148162290760384,0.4511996048087479,1.9670657837831813e-11,2.2501091817269317e-10,Down
ZEB2,203603_s_at,-1.1481407296069674,0.45120634806100907,4.3082717182078746e-16,1.0202042369482048e-14,Down
GDF10,206159_at,-1.147620646530262,0.4513690346176251,9.185180746396947e-24,6.560044313203948e-22,Down
KCNJ15,210119_at,-1.1474212982484149,0.4514314080616697,3.198762383479104e-10,2.9551418818849447e-09,Down
SASH1,41644_at,-1.1465153667656605,0.45171497066081434,6.181874933257493e-35,2.781517270107699e-32,Down
IGHM,209374_s_at,1.1459704066027498,2.2129493124194615,5.544693439189526e-05,0.00020214725769872416,Up
SCEL,206884_s_at,-1.1436103640379987,0.45262545778708485,9.672505615763633e-07,4.840162646217405e-06,Down
LRRC32,203835_at,-1.1420089508423654,0.4531281578040523,1.9606004458606077e-28,2.8005166496866615e-26,Down
CKS1B,201897_s_at,1.1390594745918357,2.2023739864116867,2.6181307239834376e-17,7.498689835799864e-16,Up
ITIH5,219064_at,-1.1389693224757185,0.45408386441530846,9.963013576599964e-35,4.353055520144647e-32,Down
COLEC12,221019_s_at,-1.137322504165379,0.4546024914030701,5.001023028994835e-18,1.5851749097452617e-16,Down
EPCAM,201839_s_at,1.1345112518427207,2.1954417421017633,4.491292774426536e-19,1.7078409026031828e-17,Up
NRGN,204081_at,-1.1344713555802244,0.4555017950086356,5.405586944125504e-16,1.2586488388291388e-14,Down
PERP,217744_s_at,1.1323889898803614,2.192214533968544,1.5469024144426423e-12,2.1056583079429076e-11,Up
OLFML1,217525_at,-1.1323745870190027,0.456164288602844,3.6502886568463953e-26,3.9677747385613765e-24,Down
CLDN3,203954_x_at,1.1316636728884593,2.191112671985772,2.408637510089836e-15,5.04432985313269e-14,Up
COL5A1,212488_at,1.1315425781952833,2.190928765495486,8.588521611179982e-11,8.726768219877955e-10,Up
ACP5,204638_at,-1.1313379368318088,0.45649218376966955,7.687325189512424e-14,1.2879448661496643e-12,Down
DPT,213071_at,-1.1312781068187912,0.4565111153517834,5.320969612694006e-12,6.661076734812389e-11,Down
TNC,201645_at,1.1298516879134457,2.1883624226947136,6.730293037142781e-08,4.140947296616111e-07,Up
BZW2,217809_at,1.1276273624444038,2.184991038138255,3.248014776119018e-25,3.015646385677503e-23,Up
GGCT,215380_s_at,1.1268967210883183,2.1838847470754934,4.344377258560836e-20,1.91315728167018e-18,Up
FGR,208438_s_at,-1.1254264012723398,0.4583665273010819,5.943284626534793e-21,2.929960427722894e-19,Down
SLC27A3,222217_s_at,-1.1241647135619264,0.4587675603332282,1.0870336840775697e-26,1.2816069620264808e-24,Down
CLDN4,201428_at,1.1221913786055602,2.176773620918626,4.4244403158095896e-17,1.2323725444648136e-15,Up
ZNF423,214761_at,-1.1207176185052772,0.4598650245394313,4.449803588448427e-22,2.5359328225421046e-20,Down
FOS,209189_at,-1.1168311955928942,0.461105508048939,2.8948604692448235e-06,1.3259234498701418e-05,Down
GGTLC1,211416_x_at,-1.1162730656815647,0.46128392868307266,1.1741794169905483e-12,1.644515395901973e-11,Down
GCNT3,219508_at,1.1146499288511587,2.1654245852247094,2.0192064611428556e-11,2.3073834653151926e-10,Up
RGS17,220334_at,1.1144394718339186,2.165108721131721,5.763161561014795e-17,1.5776477772001555e-15,Up
CCNB2,202705_at,1.1139742471432132,2.1644106528507874,2.552357721495767e-18,8.539667733947474e-17,Up
RFC4,204023_at,1.1105733310070347,2.1593144200564027,1.9428665438556705e-17,5.711463746271228e-16,Up
SLC15A2,205316_at,-1.1104724582318806,0.4631423348240358,1.2207879784395085e-15,2.7040575073128793e-14,Down
GPI,208308_s_at,1.1085984140232235,2.156360539228792,5.119955660954556e-16,1.195890691751052e-14,Up
TFAP2A,204653_at,1.1059183129655166,2.1523583771374253,9.737237381819808e-18,3.0010354160316843e-16,Up
INPP5A,203006_at,-1.1049084328201975,0.4649319793855205,2.3817142884969075e-25,2.277757059681399e-23,Down
MEIS2,207480_s_at,-1.1048918296558776,0.46493733005648796,2.6066651423355863e-15,5.403192499224546e-14,Down
TRIP13,204033_at,1.1037443647146405,2.149117503656624,3.174883860682798e-11,3.505745147056233e-10,Up
IL6,205207_at,-1.1035846228909225,0.46535879449275336,3.370935001671495e-06,1.5196144981235267e-05,Down
PCDH9,219737_s_at,-1.0984110666122406,0.4670305836149321,5.983153902675437e-13,8.748203307960417e-12,Down
TPX2,210052_s_at,1.0980078606875443,2.140589060063729,2.248159674906722e-17,6.582883316155912e-16,Up
PMP22,210139_s_at,-1.0960722348434242,0.4677883264587626,2.8976841933100955e-19,1.140796764655987e-17,Down
EFNA4,205107_s_at,1.094098928864888,2.1347970589279877,1.2542933558201575e-17,3.818226618543794e-16,Up
EPB41L2,201719_s_at,-1.092273770221679,0.4690215868348163,3.2153558121026423e-23,2.107287457678917e-21,Down
KANK3,213715_s_at,-1.0895146715738928,0.46991943081053816,6.05895801886368e-28,8.334059353971567e-26,Down
GMNN,218350_s_at,1.0880472786045043,2.125861014233672,4.485830786014402e-16,1.0555202471463454e-14,Up
HS3ST1,205466_s_at,1.0872274532684711,2.1246533164365213,1.4748142859660077e-08,1.0183850862776744e-07,Up
MEIS1,204069_at,-1.0831494050921906,0.471997327133753,7.311315136251031e-24,5.272428323012354e-22,Down
ID3,207826_s_at,-1.0829064507508805,0.4720768196479144,1.3705687592571982e-15,2.994155261032171e-14,Down
IGHD,214973_x_at,1.081863816698803,2.116768967761747,2.2817474669115625e-07,1.28329578004014e-06,Up
TYROBP,204122_at,-1.0811411960601678,0.4726547975515582,9.024164895197975e-11,9.140248470895295e-10,Down
CST1,206224_at,1.0808918822202642,2.115343394217269,5.981552714318527e-09,4.4428979711053246e-08,Up
FGFR2,203638_s_at,-1.0777069054718496,0.47378127781213797,9.732401119936235e-20,4.1073313287033924e-18,Down
ADCY9,204497_at,-1.077025032728006,0.47400525785480324,1.3544354445913617e-16,3.481070935620451e-15,Down
CYP24A1,206504_at,1.0761761969176629,2.10844033551214,1.8761961086618809e-06,8.908433387878263e-06,Up
ARHGAP44,205414_s_at,-1.076064265710765,0.47432102818661803,4.322770115650826e-19,1.6493884672439617e-17,Down
KCNN4,204401_at,1.0760094176294839,2.1081966084293873,4.2586772335033575e-17,1.1936616955239664e-15,Up
ENO1,201231_s_at,1.0759111847536946,2.1080530665446786,1.1649822534719948e-25,1.1693378177529936e-23,Up
PKIG,202732_at,-1.0749443963708707,0.47468935536190215,5.70653785987576e-21,2.8257507362580347e-19,Down
DUSP1,201041_s_at,-1.0746593166991563,0.47478316427703954,3.2072998330113547e-12,4.143087662550261e-11,Down
PPP1R15A,37028_at,-1.0718804391432073,0.4756985592279147,2.2340565715313246e-18,7.58864063771837e-17,Down
CALCRL,206331_at,-1.0704986959035843,0.47615437844955866,1.793277676693746e-20,8.324918014534739e-19,Down
SLC7A5,201195_s_at,1.0689438860686158,2.0978970554094696,7.365141762923766e-14,1.2404947384975833e-12,Up
FKBP11,219117_s_at,1.061406619727661,2.0869653097502923,7.638999847561969e-12,9.306715888639878e-11,Up
STOM,201061_s_at,-1.060331278677344,0.4795219368518743,5.987969020494377e-23,3.801422042269977e-21,Down
SLC2A1,201250_s_at,1.0591177523504633,2.0836569185490674,6.083108767438225e-17,1.6591176580762052e-15,Up
ADAM28,205997_at,1.0589968264092215,2.083482274838973,1.4363471985933257e-14,2.6805799519476613e-13,Up
MECOM,221884_at,-1.0582730701643186,0.4802065309315544,1.2776748886284421e-12,1.7794018464567234e-11,Down
WFDC2,203892_at,1.0576129203391922,2.0814846515001895,3.3583952739452425e-10,3.093638771778497e-09,Up
HLX,214438_at,-1.0569022544968352,0.4806630289823229,1.1106263726255992e-20,5.310748382235242e-19,Down
LMO7,202674_s_at,-1.056357161344474,0.4808446721025647,1.8272178061286976e-15,3.9074754677510336e-14,Down
SYNE1,209447_at,-1.055712231516889,0.4810596727698501,3.132104279931604e-16,7.586160833664774e-15,Down
NPR3,219054_at,-1.0538419128075311,0.4816837259091612,9.096966398165792e-18,2.819300448544205e-16,Down
IGFBP2,202718_at,1.0536513172902922,2.0757767892067,4.803664794579471e-06,2.1066731473649742e-05,Up
HYAL2,206855_s_at,-1.053619172798733,0.4817580995758671,1.1488523619539312e-19,4.785023772227935e-18,Down
FOXF2,206377_at,-1.0534033000760044,0.48183019118969866,1.268511562834127e-18,4.4654412566560585e-17,Down
GPRC5A,203108_at,-1.0533581768057747,0.4818452616608089,6.3283429211040865e-12,7.821101792066687e-11,Down
ARHGAP29,203910_at,-1.0506528391333578,0.4827496642382831,4.721648294918655e-13,7.042335271464016e-12,Down
CD34,209543_s_at,-1.0498173007874758,0.48302933018918254,7.962372962258066e-29,1.2069765763129013e-26,Down
MARCKSL1,200644_at,1.0494340110981657,2.0697177099571786,4.187705922672741e-18,1.3563176028330914e-16,Up
FEN1,204767_s_at,1.0490176202177999,2.069120433887878,3.357185577623048e-17,9.517578400276637e-16,Up
DENND3,212975_at,-1.048977142887404,0.4833107057291884,2.264449962166222e-27,2.8833564861114242e-25,Down
ABLIM1,200965_s_at,-1.0486907790299078,0.4834066487046507,2.567716671681774e-14,4.621682600572292e-13,Down
QPCT,205174_s_at,1.0476392298096409,2.0671444835683257,6.84671803794136e-08,4.2075404864712446e-07,Up
ATP2A2,209186_at,1.0440042208437745,2.061942670136238,8.28639118597035e-21,3.996659194739768e-19,Up
TRPV2,219282_s_at,-1.0433827294489832,0.48518850320078366,6.178282169246314e-25,5.315469558969715e-23,Down
CTGF,209101_at,-1.040085788280786,0.4862985556352701,2.3505555063979696e-07,1.3199956741196058e-06,Down
RRAS,212647_at,-1.0381988717185084,0.48693500693452063,4.550687279133947e-21,2.2787183065380164e-19,Down
EOGT,221935_s_at,-1.0346882844468697,0.4881213348126996,6.382786693254172e-16,1.473861511769769e-14,Down
CLU,208791_at,-1.034643860913791,0.4881363652990469,3.105204950487418e-07,1.707211495477699e-06,Down
CNN1,203951_at,-1.0343102853490533,0.4882492437557755,3.36963053645239e-16,8.117348891218229e-15,Down
